Name,Title,Description
Management (MGNT),MGNT 3920.  Family Business Management.  3 Hours.,"Pre co-requisite: MGNT 3250. Management issues and techniques for the family-owned and/or managed enterprise. Topics include stages of development of family business, planning for transitions in ownership and management, human relations issues, conflict resolution, opportunity indentification and exploitation."
Management (MGNT),MGNT 4000.  Human Resource Management.  3 Hours.,"Pre or co-requisite: MGNT 3250. The recruitment, selection, training, development, utilization and maintenance of human resources by organizations. Topics also include labor- management relations and the legal environment."
Management (MGNT),MGNT 4005.  Staffing Organizations.  3 Hours.,"Prerequisite:  MGNT 4000 with a grade of ""C"" or better.  Overview of the issues and practices involved in talent acquisition, deployment, and retention.  The course examines measurement issues for the use and validation of selection procedures; the link between staffing activities and organizational strategy; the business impact of selection decisions; and HR metrics."
Management (MGNT),MGNT 4020.  Measuring and Rewarding Performance.  3 Hours.,"Prerequisite: MGNT 3250 with a grade of ""C"" or better.  A study of measuring and rewarding performance.  Topics include reward system development, total rewards perspective, financial and nonfinancial reward elements, employee engagement, performance appraisal, job analysis, job evaluation, and the implications of such topics within the context of entrepreneurship and current business trends."
Management (MGNT),MGNT 4060.  Career Development.  3 Hours.,"Prerequisite:  MGNT 3250 with a grade of ""C"" or better.  The major issues in career development and management in organizations.  The goals of this course are: to increase students' skills in managing their own careers: and to increase students' skills in developing the careers of their subordinates."
Management (MGNT),MGNT 4200.  Leadership Theory and Skills.  3 Hours.,"Prerequisite: MGNT 3250 with a grade of ""C"" or better.  A broad survey of leadership theory and an opportunity to develop practical leadership skills.  Students will have the opportunity to assess their own leadership strengths and weaknesses in the context of their own career aspirations, as well as learn from interactions with practitioners."
Management (MGNT),MGNT 4600.  Project Management.  3 Hours.,"Prerequisites:  BUSA 2100, and MGNT 3250 with a grade of ""C"" or better.  Introduces basic principles and practices of project management including organizational structures, management functions, PM life-cycle, planning, execution, control, conflict resolution, scope management, risk management, ROI, and quality assurance."
Management (MGNT),MGNT 4640.  Decision Modeling for Business Analytics.  3 Hours.,"Prerequisites: DATA 3200 with a grade of ""C"" or better.  Applications of quantitative techniques for supporting data-driven decision-making. Topics include linear programming, optimization, and simulation modeled using state-of-the-art data analytics software."
Management (MGNT),MGNT 4650.  Organizational Change and Development.  3 Hours.,"Prerequisite: MGNT 3250 with a grade of ""C"" or better. A study focuses on cyclical relationship between learning and change at both the individual and organizational level.  The course emphasis placed on a better understanding of processes of learning, and how that understanding can help create a culture of continuous improvement.  A second complementary emphasis is on successfully managing change in various contexts."
Management (MGNT),MGNT 4660.  Training and Development.  3 Hours.,"Prerequisite:  MGNT 4000 with a grade of ""C"" or better.  An examination of employee and management training in organizations.  Topics include the development, administration, and evaluation of training programs; needs assessment, theories and program design, transfer of training, traditional training methods, use of new technologies in training, career development, and follow-up and evaluation of costs and benefits of training."
Management (MGNT),MGNT 4700.  Quality Management.  3 Hours.,"Prerequisite:  MGNT 3250 with a grade of ""C"" or better.  A study of fundamentals and principles of quality management and Six Sigma methodologies addressing topics such as quality philosophies, total quality management, statistical methods, process improvement, and Six Sigma."
Management (MGNT),MGNT 4800.  International Management.  3 Hours.,"Pre or co-requisite: MGNT 3250. An overview of the impact of globalization on contemporary markets, focuses on the integration of differing cultural, geographic, and legal systems between trading partners.  The topics includes cross-cultural communication, differences in labor laws, the influence of labor unions, preferences for leadership styles, tactics in negotiation, and important precursors for organizational effectiveness."
Management (MGNT),MGNT 4950.  Special Topics in Management.  1-3 Hours.,"Directed research, readings or project in management. The proper form must be submitted to the Dean of the College of Business Administration at least two weeks prior to the be- ginning of the semester. May be taken more than once for up to 3 hours if topics are different."
Management (MGNT),MGNT 4980.  Management Internship.  3 Hours.,"Graded ""Satisfactory"" or ""Unsatisfactory"".  The application of skills related to the academic discipline of management in an employment situation.  A written reflection and an employer evaluation is required.  The internship can be taken only once."
Management (MGNT),MGNT 4990.  Directed Study in Management.  1-3 Hours.,Prerequisite: Consent of instructor and Department Head. Topics to be assigned. May be taken more than once for up to 3 hours if topics are different.
Marketing (MKTG),MKTG 1500.  Foundations of Consumer Culture.  3 Hours.,"A broad introduction to the development of consumer culture and its relationship to business.  Topic areas covered include the rise of American consumer culture; its relationship with business, marketing, economic, and public policy practices; and the issues that consumers and consumer cultures face."
Marketing (MKTG),MKTG 3050.  Introduction to Marketing.  3 Hours.,"Prerequisites:  Completion of 45 credit hours or ECON 1500 or ECON 2106 with a grade of ""C"" or better.  Basics of targeting products and services to satisfy customer needs through product, price, promotion and distribution strategies. Marketing strategies are discussed within the context of prevailing political, social, ethical, economic, legal, competitive and technological environments."
Marketing (MKTG),MKTG 3070.  Time Management for Salespeople.  3 Hours.,"Overview of the various time management tools available for the sales professional.  Students will learn how to more efficiently manage their contacts, travel time, servicing, and paperwork.  They will also learn general time management principles of focus, prioritization, and goal setting."
